temp,temp-feel,temp_category,temp_code
27.68,26.515,Hot,27.68-26.515-Hot
27.69,33.335,Hot,27.69-33.335-Hot
27.7,26.515,Hot,27.7-26.515-Hot
27.7,25.76,Hot,27.7-25.76-Hot
27.71,25,Mild,27.71-25-Mild
27.76,30.305,Hot,27.76-30.305-Hot
24.6,23.55,Mild,24.6-23.55-Mild
27.8,22.725,Mild,27.8-22.725-Mild
27.86,31.06,Hot,27.86-31.06-Hot
27.86,27.275,Hot,27.86-27.275-Hot
27.86,25.76,Hot,27.86-25.76-Hot
27.89,25,Mild,27.89-25-Mild
27.93,30.305,Hot,27.93-30.305-Hot
28,31.06,Hot,28-31.06-Hot
28.03,23.485,Mild,28.03-23.485-Mild
28.15,27.275,Hot,28.15-27.275-Hot
28.17,24.24,Mild,28.17-24.24-Mild
28.2,22.725,Mild,28.2-22.725-Mild
28.22,21.21,Mild,28.22-21.21-Mild
28.37,21.21,Mild,28.37-21.21-Mild
28.39,31.06,Hot,28.39-31.06-Hot
28.4,31.06,Hot,28.4-31.06-Hot
28.51,25.76,Hot,28.51-25.76-Hot
28.55,26.515,Hot,28.55-26.515-Hot
28.67,32.575,Hot,28.67-32.575-Hot
28.67,30.305,Hot,28.67-30.305-Hot
28.67,27.275,Hot,28.67-27.275-Hot
28.71,25.76,Hot,28.71-25.76-Hot
28.71,26.515,Hot,28.71-26.515-Hot
28.72,32.575,Hot,28.72-32.575-Hot
28.73,29.545,Hot,28.73-29.545-Hot
28.74,29.545,Hot,28.74-29.545-Hot
28.75,25.76,Hot,28.75-25.76-Hot
28.77,25.76,Hot,28.77-25.76-Hot
28.77,27.275,Hot,28.77-27.275-Hot
28.8,26.515,Hot,28.8-26.515-Hot
28.92,31.06,Hot,28.92-31.06-Hot
28.97,24.24,Mild,28.97-24.24-Mild
28.99,23.485,Mild,28.99-23.485-Mild
28.99,22.725,Mild,28.99-22.725-Mild
29.04,32.575,Hot,29.04-32.575-Hot
29.04,31.06,Hot,29.04-31.06-Hot
29.07,28.79,Hot,29.07-28.79-Hot
29.08,33.335,Hot,29.08-33.335-Hot
29.07,28.03,Hot,29.07-28.03-Hot
29.08,29.545,Hot,29.08-29.545-Hot
29.2,31.06,Hot,29.2-31.06-Hot
29.22,26.515,Hot,29.22-26.515-Hot
29.24,25,Mild,29.24-25-Mild
29.27,22.725,Mild,29.27-22.725-Mild
29.31,31.82,Hot,29.31-31.82-Hot
29.31,31.06,Hot,29.31-31.06-Hot
29.4,31.06,Hot,29.4-31.06-Hot
29.61,27.275,Hot,29.61-27.275-Hot
29.66,26.515,Hot,29.66-26.515-Hot
29.69,24.24,Mild,29.69-24.24-Mild
29.76,25.76,Hot,29.76-25.76-Hot
29.83,25.76,Hot,29.83-25.76-Hot
29.92,23.485,Mild,29.92-23.485-Mild
29.98,32.575,Hot,29.98-32.575-Hot
30.04,25.76,Hot,30.04-25.76-Hot
30.05,24.24,Mild,30.05-24.24-Mild
30.08,27.275,Hot,30.08-27.275-Hot
30.08,31.82,Hot,30.08-31.82-Hot
30.14,27.275,Hot,30.14-27.275-Hot
30.11,31.06,Hot,30.11-31.06-Hot
30.15,36.365,Hot,30.15-36.365-Hot
30.13,36.365,Hot,30.13-36.365-Hot
30.13,32.575,Hot,30.13-32.575-Hot
30.16,31.06,Hot,30.16-31.06-Hot
30.18,27.275,Hot,30.18-27.275-Hot
30.22,28.79,Hot,30.22-28.79-Hot
30.34,30.305,Hot,30.34-30.305-Hot
30.38,31.06,Hot,30.38-31.06-Hot
30.41,31.06,Hot,30.41-31.06-Hot
30.44,30.305,Hot,30.44-30.305-Hot
30.45,30.305,Hot,30.45-30.305-Hot
30.45,31.06,Hot,30.45-31.06-Hot
30.46,33.335,Hot,30.46-33.335-Hot
30.47,30.305,Hot,30.47-30.305-Hot
30.63,32.575,Hot,30.63-32.575-Hot
30.63,31.82,Hot,30.63-31.82-Hot
30.67,26.515,Hot,30.67-26.515-Hot
30.71,25.76,Hot,30.71-25.76-Hot
30.79,32.575,Hot,30.79-32.575-Hot
30.8,32.575,Hot,30.8-32.575-Hot
30.88,25.76,Hot,30.88-25.76-Hot
31.04,31.06,Hot,31.04-31.06-Hot
31.14,25.76,Hot,31.14-25.76-Hot
31.32,27.275,Hot,31.32-27.275-Hot
31.37,30.305,Hot,31.37-30.305-Hot
31.48,28.79,Hot,31.48-28.79-Hot
31.57,34.85,Hot,31.57-34.85-Hot
31.6,34.85,Hot,31.6-34.85-Hot
37.72,41.665,Hot,37.72-41.665-Hot
31.54,40.91,Hot,31.54-40.91-Hot
31.54,41.665,Hot,31.54-41.665-Hot
37.72,40.15,Hot,37.72-40.15-Hot
31.49,35.605,Hot,31.49-35.605-Hot
31.5,33.335,Hot,31.5-33.335-Hot
31.45,33.335,Hot,31.45-33.335-Hot
31.46,33.335,Hot,31.46-33.335-Hot
31.47,32.575,Hot,31.47-32.575-Hot
36.08,37.88,Hot,36.08-37.88-Hot
31.43,38.635,Hot,31.43-38.635-Hot
31.43,30.305,Hot,31.43-30.305-Hot
31.48,37.88,Hot,31.48-37.88-Hot
31.37,40.15,Hot,31.37-40.15-Hot
31.37,33.335,Hot,31.37-33.335-Hot
31.3,41.665,Hot,31.3-41.665-Hot
31.28,41.665,Hot,31.28-41.665-Hot
31.25,40.15,Hot,31.25-40.15-Hot
31.25,37.12,Hot,31.25-37.12-Hot
31.25,34.85,Hot,31.25-34.85-Hot
31.12,40.15,Hot,31.12-40.15-Hot
31.12,39.395,Hot,31.12-39.395-Hot
31.1,36.365,Hot,31.1-36.365-Hot
31.1,35.605,Hot,31.1-35.605-Hot
37.72,43.18,Hot,37.72-43.18-Hot
38.54,43.94,Hot,38.54-43.94-Hot
39.36,43.18,Hot,39.36-43.18-Hot
39.36,42.425,Hot,39.36-42.425-Hot
41,43.18,Hot,41-43.18-Hot
30.9,41.665,Hot,30.9-41.665-Hot
36.08,39.395,Hot,36.08-39.395-Hot
31.98,38.635,Hot,31.98-38.635-Hot
36.9,43.18,Hot,36.9-43.18-Hot
37.72,44.695,Hot,37.72-44.695-Hot
39.36,45.455,Hot,39.36-45.455-Hot
30.7,30.305,Hot,30.7-30.305-Hot
30.95,31.82,Hot,30.95-31.82-Hot
30.96,35.605,Hot,30.96-35.605-Hot
31.09,35.605,Hot,31.09-35.605-Hot
31.1,32.575,Hot,31.1-32.575-Hot
31.11,31.82,Hot,31.11-31.82-Hot
31.11,31.06,Hot,31.11-31.06-Hot
27.06,31.82,Hot,27.06-31.82-Hot
31.19,35.605,Hot,31.19-35.605-Hot
31.18,33.335,Hot,31.18-33.335-Hot
31.2,32.575,Hot,31.2-32.575-Hot
31.31,29.545,Hot,31.31-29.545-Hot
31.34,34.85,Hot,31.34-34.85-Hot
31.57,33.335,Hot,31.57-33.335-Hot
31.61,30.305,Hot,31.61-30.305-Hot
31.6,40.91,Hot,31.6-40.91-Hot
31.58,36.365,Hot,31.58-36.365-Hot
31.55,35.605,Hot,31.55-35.605-Hot
31.63,40.15,Hot,31.63-40.15-Hot
31.23,37.88,Hot,31.23-37.88-Hot
31.24,34.09,Hot,31.24-34.09-Hot
38.54,42.425,Hot,38.54-42.425-Hot
30.92,34.85,Hot,30.92-34.85-Hot
30.99,34.09,Hot,30.99-34.09-Hot
30.98,37.88,Hot,30.98-37.88-Hot
30.91,39.395,Hot,30.91-39.395-Hot
30.79,39.395,Hot,30.79-39.395-Hot
30.79,37.88,Hot,30.79-37.88-Hot
31.37,31.82,Hot,31.37-31.82-Hot
31.38,37.12,Hot,31.38-37.12-Hot
31.28,34.85,Hot,31.28-34.85-Hot
31.38,33.335,Hot,31.38-33.335-Hot
31.74,39.395,Hot,31.74-39.395-Hot
31.61,37.88,Hot,31.61-37.88-Hot
31.65,34.09,Hot,31.65-34.09-Hot
32.47,40.91,Hot,32.47-40.91-Hot
31.92,36.365,Hot,31.92-36.365-Hot
33.23,36.365,Hot,33.23-36.365-Hot
33.23,37.88,Hot,33.23-37.88-Hot
32.05,40.91,Hot,32.05-40.91-Hot
30.2,36.365,Hot,30.2-36.365-Hot
